table_row,ordering_cd,st_country_cd,us_or_foreign,state_country_of_origin,assignee_name,CY_2010,CY_2011,CY_2012,CY_2013,CY_2014,CY_ALL
265,3,AZ,(U.S.),ARIZONA,MAGNASPHERE CORP.,1,1,2,1,1,6
266,3,AZ,(U.S.),ARIZONA,"MEGA FLUID SYSTEMS, INC.",1,1,2,1,1,6
267,3,AZ,(U.S.),ARIZONA,MITEL NETWORKS CORPORATION,0,0,0,4,2,6
268,3,AZ,(U.S.),ARIZONA,ORBITAL RESEARCH INC.,1,2,1,1,1,6
269,3,AZ,(U.S.),ARIZONA,RINCON RESEARCH CORPORATION,1,1,1,2,1,6
270,3,AZ,(U.S.),ARIZONA,"SIGMA LABORATORIES OF ARIZONA, LLC",3,0,0,1,2,6
271,3,AZ,(U.S.),ARIZONA,"STMICROELECTRONICS, INC.",1,1,2,1,1,6
272,3,AZ,(U.S.),ARIZONA,"STURM, RUGER + CO., INC.",3,1,0,0,2,6
273,3,AZ,(U.S.),ARIZONA,"THE 41ST PARAMETER, INC.",1,0,1,1,3,6
274,3,AZ,(U.S.),ARIZONA,"TOYOTA MOTOR ENGINEERING &  MANUFACTURING NORTH AMERICA, INC.",1,1,0,1,3,6
275,3,AZ,(U.S.),ARIZONA,ZYGO CORPORATION,4,1,0,0,1,6
276,3,AZ,(U.S.),ARIZONA,"ACOUSTIC TECHNOLOGIES, INC.",1,0,1,3,0,5
277,3,AZ,(U.S.),ARIZONA,"ADTRAN, INC.",0,1,2,1,1,5
551,5,CA,(U.S.),CALIFORNIA,"TIVO, INC.",8,12,20,27,30,97
278,3,AZ,(U.S.),ARIZONA,"AGM CONTAINER CONTROLS, INC.",1,2,0,0,2,5
279,3,AZ,(U.S.),ARIZONA,"ARACA, INCORPORATED",2,1,1,0,1,5
280,3,AZ,(U.S.),ARIZONA,ASM IP HOLDING B.V.,0,0,0,0,5,5
281,3,AZ,(U.S.),ARIZONA,"AUGME TECHNOLOGIES, INC.",2,0,1,2,0,5
282,3,AZ,(U.S.),ARIZONA,AVAYA INC.,1,2,0,2,0,5
283,3,AZ,(U.S.),ARIZONA,"BKD ACQUISITION, INC.",0,0,1,2,2,5
284,3,AZ,(U.S.),ARIZONA,CELLTRUST CORPORATION,0,1,3,0,1,5
285,3,AZ,(U.S.),ARIZONA,"CIRRUS LOGIC, INC.",1,0,1,2,1,5
286,3,AZ,(U.S.),ARIZONA,CLEVELAND ELECTRIC LABORATORIES,0,0,0,2,3,5
287,3,AZ,(U.S.),ARIZONA,"EAGLE-PICHER TECHNOLOGIES, LLC",0,5,0,0,0,5
288,3,AZ,(U.S.),ARIZONA,"ECYCLING, LLC",2,1,2,0,0,5
289,3,AZ,(U.S.),ARIZONA,"HYPERCOM, INC.",3,1,1,0,0,5
290,3,AZ,(U.S.),ARIZONA,ILLINOIS TOOL WORKS INC.,1,1,0,2,1,5
291,3,AZ,(U.S.),ARIZONA,"ITT MANUFACTURING ENTERPRISES, INC.",1,1,2,1,0,5
292,3,AZ,(U.S.),ARIZONA,"LANGUAGE TECHNOLOGIES, INC.",1,0,2,0,2,5
293,3,AZ,(U.S.),ARIZONA,"MASSIVELY PARALLEL TECHNOLOGIES, INC.",0,1,1,1,2,5
294,3,AZ,(U.S.),ARIZONA,"MEDICAL COMPONENTS, INC.",1,2,1,0,1,5
295,3,AZ,(U.S.),ARIZONA,MTD PRODUCTS INC.,0,2,0,2,1,5
296,3,AZ,(U.S.),ARIZONA,NEW JERSEY INSTITUTE OF TECHNOLOGY,1,1,1,1,1,5
297,3,AZ,(U.S.),ARIZONA,"OPEN INVENTION NETWORK, LLC",0,0,0,1,4,5
298,3,AZ,(U.S.),ARIZONA,OPEN TEXT S.A.,0,0,1,2,2,5
299,3,AZ,(U.S.),ARIZONA,ORACLE INTERNATIONAL CORPORATION,0,0,2,1,2,5
300,3,AZ,(U.S.),ARIZONA,"ORTHOIP, LLC",0,1,1,0,3,5
301,3,AZ,(U.S.),ARIZONA,"PLATI NETWORKING, LLC",0,0,0,2,3,5
302,3,AZ,(U.S.),ARIZONA,"PROPST FAMILY LIMITED PARTNERSHIP, LLC",0,1,1,1,2,5
303,3,AZ,(U.S.),ARIZONA,ROGERS CORPORATION,1,1,0,2,1,5
304,3,AZ,(U.S.),ARIZONA,"THE MATH WORKS, INC.",0,0,0,2,3,5
305,3,AZ,(U.S.),ARIZONA,VEECO INSTRUMENTS INC.,2,3,0,0,0,5
306,3,AZ,(U.S.),ARIZONA,"VOMARIS INNOVATIONS, INC.",3,1,1,0,0,5
307,3,AZ,(U.S.),ARIZONA,"XGLOW P/T, LLC",0,0,0,3,2,5
308,4,AR,(U.S.),ARKANSAS,~INDIVIDUALLY OWNED PATENT,41,33,47,44,49,214
309,4,AR,(U.S.),ARKANSAS,UNIVERSITY OF ARKANSAS,26,23,32,24,30,135
310,4,AR,(U.S.),ARKANSAS,"WAL-MART STORES, INC.",3,3,8,6,11,31
311,4,AR,(U.S.),ARKANSAS,"MONSANTO TECHNOLOGY, LLC",2,1,3,6,7,19
312,4,AR,(U.S.),ARKANSAS,SNAP-ON INCORPORATED,5,4,1,4,3,17
313,4,AR,(U.S.),ARKANSAS,SYNGENTA PARTICIPATIONS AG,3,3,6,0,4,16
314,4,AR,(U.S.),ARKANSAS,"AT& T INTELLECTUAL PROPERTY I, L.P.",3,4,1,1,1,10
315,4,AR,(U.S.),ARKANSAS,"DANFOSS SCROLL TECHNOLOGIES, LLC",0,0,6,2,2,10
316,4,AR,(U.S.),ARKANSAS,MOLEX INCORPORATED,1,0,2,4,3,10
317,4,AR,(U.S.),ARKANSAS,"DAYCO IP HOLDINGS, LLC",0,0,0,6,3,9
318,4,AR,(U.S.),ARKANSAS,MERTEC LLC,0,0,0,0,8,8
319,4,AR,(U.S.),ARKANSAS,"SCROLL TECHNOLOGIES, INC.",4,2,2,0,0,8
320,4,AR,(U.S.),ARKANSAS,"BALDOR ELECTRIC COMPANY, INC.",0,1,0,1,4,6
321,4,AR,(U.S.),ARKANSAS,CAMFIL FARR INC.,1,1,2,1,1,6
322,4,AR,(U.S.),ARKANSAS,"RA BRANDS, L.L.C.",0,0,2,2,2,6
323,4,AR,(U.S.),ARKANSAS,ASSEMBLED PRODUCTS CORPORATION,1,1,0,0,3,5
324,4,AR,(U.S.),ARKANSAS,BAXLEY EQUIPMENT CO.,0,1,0,4,0,5
325,4,AR,(U.S.),ARKANSAS,FUTURE FUEL CHEMICAL COMPANY,0,0,1,1,3,5
326,4,AR,(U.S.),ARKANSAS,INEOS BIO LIMITED,0,0,0,2,3,5
327,4,AR,(U.S.),ARKANSAS,"JASON INTERNATIONAL, INC.",0,0,2,1,2,5
328,4,AR,(U.S.),ARKANSAS,KENNAMETAL INC.,0,2,1,0,2,5
329,4,AR,(U.S.),ARKANSAS,NUCOR CORPORATION,0,0,2,2,1,5
330,4,AR,(U.S.),ARKANSAS,"PACE INDUSTRIES, LLC",2,1,1,1,0,5
331,4,AR,(U.S.),ARKANSAS,"PERFECTVISION MANUFACTURING, INC.",0,0,0,2,3,5
332,4,AR,(U.S.),ARKANSAS,"TYSON FOODS, INC.",0,0,1,0,4,5
333,4,AR,(U.S.),ARKANSAS,"WEATHERFORD/LAMB, INC.",0,1,1,1,2,5
334,5,CA,(U.S.),CALIFORNIA,~INDIVIDUALLY OWNED PATENT,2592,2318,2584,2768,2944,13206
335,5,CA,(U.S.),CALIFORNIA,"QUALCOMM, INC.",482,665,972,1614,1997,5730
336,5,CA,(U.S.),CALIFORNIA,"APPLE, INC.",528,613,941,1375,1622,5079
337,5,CA,(U.S.),CALIFORNIA,"GOOGLE, INC.",220,326,769,1202,1688,4205
338,5,CA,(U.S.),CALIFORNIA,BROADCOM CORPORATION,707,893,902,821,835,4158
339,5,CA,(U.S.),CALIFORNIA,"HEWLETT-PACKARD DEVELOPMENT COMPANY, L.P.",582,543,596,560,627,2908
340,5,CA,(U.S.),CALIFORNIA,"CISCO TECHNOLOGY, INC.",626,524,501,449,556,2656
341,5,CA,(U.S.),CALIFORNIA,MARVELL INTERNATIONAL LTD.,289,370,400,448,493,2000
342,5,CA,(U.S.),CALIFORNIA,INTERNATIONAL BUSINESS MACHINES CORPORATION,381,381,367,403,433,1965
343,5,CA,(U.S.),CALIFORNIA,"UNIVERSITY OF CALIFORNIA, THE REGENTS OF",326,292,328,380,425,1751
344,5,CA,(U.S.),CALIFORNIA,INTEL CORPORATION,378,327,307,362,368,1742
345,5,CA,(U.S.),CALIFORNIA,"APPLIED MATERIALS, INC.",406,307,284,288,311,1596
346,5,CA,(U.S.),CALIFORNIA,ORACLE INTERNATIONAL CORPORATION,290,287,273,304,354,1508
347,5,CA,(U.S.),CALIFORNIA,SONY CORPORATION,200,192,248,269,276,1185
348,5,CA,(U.S.),CALIFORNIA,"ORACLE AMERICA, INC.",284,315,297,172,97,1165
349,5,CA,(U.S.),CALIFORNIA,"YAHOO, INC.",238,266,194,222,210,1130
350,5,CA,(U.S.),CALIFORNIA,"ADOBE SYSTEMS, INC.",154,194,212,208,254,1022
351,5,CA,(U.S.),CALIFORNIA,"JUNIPER NETWORKS, INC.",159,212,215,209,223,1018
352,5,CA,(U.S.),CALIFORNIA,HITACHI GLOBAL STORAGE TECHNOLOGIES NETHERLANDS B.V.,208,208,224,164,172,976
353,5,CA,(U.S.),CALIFORNIA,NVIDIA CORPORATION,166,170,166,178,221,901
354,5,CA,(U.S.),CALIFORNIA,BOEING COMPANY,134,152,155,179,188,808
355,5,CA,(U.S.),CALIFORNIA,SYMANTEC CORPORATION,107,117,170,195,195,784
356,5,CA,(U.S.),CALIFORNIA,ALTERA CORPORATION,150,145,150,160,171,776
357,5,CA,(U.S.),CALIFORNIA,MICROSOFT CORPORATION,196,121,134,166,150,767
358,5,CA,(U.S.),CALIFORNIA,STANFORD UNIVERSITY,131,137,161,151,173,753
359,5,CA,(U.S.),CALIFORNIA,"MICRON TECHNOLOGY, INC.",103,153,152,158,160,726
360,5,CA,(U.S.),CALIFORNIA,PALO ALTO RESEARCH CENTER INCORPORATED,152,137,154,139,134,716
361,5,CA,(U.S.),CALIFORNIA,"XILINX, INC.",161,124,153,141,107,686
362,5,CA,(U.S.),CALIFORNIA,LAM RESEARCH CORPORATION,105,105,149,142,149,650
363,5,CA,(U.S.),CALIFORNIA,"ALLERGAN, INC.",95,113,95,177,159,639
364,5,CA,(U.S.),CALIFORNIA,MARVELL WORLD TRADE LTD.,79,93,91,136,234,633
365,5,CA,(U.S.),CALIFORNIA,EBAY INC.,67,97,113,147,186,610
366,5,CA,(U.S.),CALIFORNIA,CALIFORNIA INSTITUTE OF TECHNOLOGY,114,92,121,131,150,608
367,5,CA,(U.S.),CALIFORNIA,LSI CORPORATION,75,76,103,131,222,607
368,5,CA,(U.S.),CALIFORNIA,"WESTERN DIGITAL TECHNOLOGIES, INC.",64,75,104,122,212,577
369,5,CA,(U.S.),CALIFORNIA,"SAMSUNG ELECTRONICS CO., LTD.",100,120,142,76,133,571
370,5,CA,(U.S.),CALIFORNIA,SANDISK TECHNOLOGIES INC.,0,54,130,145,174,503
371,5,CA,(U.S.),CALIFORNIA,"PACESETTER, INC.",107,100,115,94,82,498
372,5,CA,(U.S.),CALIFORNIA,CHEVRON U.S.A. INC.,89,97,95,105,111,497
373,5,CA,(U.S.),CALIFORNIA,"NETAPP, INC.",94,124,100,82,91,491
374,5,CA,(U.S.),CALIFORNIA,"ABBOTT CARDIOVASCULAR SYSTEMS, INC.",26,91,80,129,161,487
375,5,CA,(U.S.),CALIFORNIA,"INTUIT, INC.",68,93,96,120,97,474
376,5,CA,(U.S.),CALIFORNIA,RAYTHEON COMPANY,55,81,105,114,113,468
377,5,CA,(U.S.),CALIFORNIA,"UNITED STATES OF AMERICA, NAVY",72,88,101,110,84,455
378,5,CA,(U.S.),CALIFORNIA,"CADENCE DESIGN SYSTEMS, INC.",88,76,91,99,86,440
379,5,CA,(U.S.),CALIFORNIA,"HEADWAY TECHNOLOGIES, INC.",41,81,89,119,92,422
380,5,CA,(U.S.),CALIFORNIA,"RICOH COMPANY, LTD.",86,70,95,84,86,421
381,5,CA,(U.S.),CALIFORNIA,INTERMOLECULAR INC.,7,37,44,121,210,419
382,5,CA,(U.S.),CALIFORNIA,BOSTON SCIENTIFIC NEUROMODULATION CORPORATION,43,50,66,109,145,413
383,5,CA,(U.S.),CALIFORNIA,"GENENTECH, INC.",103,67,80,89,74,413
384,5,CA,(U.S.),CALIFORNIA,ABBOTT DIABETES CARE INC.,37,77,99,107,89,409
385,5,CA,(U.S.),CALIFORNIA,"RAMBUS, INC.",55,62,100,98,88,403
386,5,CA,(U.S.),CALIFORNIA,SYNOPSYS INC.,54,74,74,85,105,392
387,5,CA,(U.S.),CALIFORNIA,"LAWRENCE LIVERMORE NATIONAL SECURITY, LLC",57,59,81,83,109,389
388,5,CA,(U.S.),CALIFORNIA,"HRL LABORATORIES, LLC",79,81,76,79,73,388
661,5,CA,(U.S.),CALIFORNIA,"CA, INC.",0,0,11,25,25,61
389,5,CA,(U.S.),CALIFORNIA,NATIONAL SEMICONDUCTOR CORPORATION,120,101,67,65,33,386
390,5,CA,(U.S.),CALIFORNIA,"QUALCOMM MEMS TECHNOLOGIES, INC.",99,106,75,43,60,383
391,5,CA,(U.S.),CALIFORNIA,SANDISK 3D LLC,77,76,70,74,84,381
392,5,CA,(U.S.),CALIFORNIA,"VMWARE, INC.",33,41,78,92,129,373
393,5,CA,(U.S.),CALIFORNIA,EMC CORPORATION,43,54,68,73,131,369
394,5,CA,(U.S.),CALIFORNIA,"ADVANCED CARDIOVASCULAR SYSTEMS, INC.",94,85,73,64,37,353
395,5,CA,(U.S.),CALIFORNIA,"DISNEY ENTERPRISES, INC.",28,51,73,81,120,353
396,5,CA,(U.S.),CALIFORNIA,"AT& T INTELLECTUAL PROPERTY I, L.P.",40,57,61,79,97,334
397,5,CA,(U.S.),CALIFORNIA,"AMGEN, INC.",75,81,59,55,63,333
398,5,CA,(U.S.),CALIFORNIA,"SALESFORCE.COM, INC.",16,6,43,109,155,329
399,5,CA,(U.S.),CALIFORNIA,"FACEBOOK, INC.",7,7,40,75,192,321
400,5,CA,(U.S.),CALIFORNIA,CYPRESS SEMICONDUCTOR CORP.,59,54,72,59,72,316
401,5,CA,(U.S.),CALIFORNIA,UNIVERSITY OF SOUTHERN CALIFORNIA,54,49,76,75,57,311
402,5,CA,(U.S.),CALIFORNIA,SPANSION LLC,71,74,56,48,60,309
403,5,CA,(U.S.),CALIFORNIA,"WESTERN DIGITAL (FREMONT), LLC",19,24,81,101,82,307
404,5,CA,(U.S.),CALIFORNIA,TELEFONAKTIEBOLAGET L M ERICSSON (PUBL.),20,21,36,91,137,305
405,5,CA,(U.S.),CALIFORNIA,"AGILENT TECHNOLOGIES, INC.",81,76,55,38,47,297
406,5,CA,(U.S.),CALIFORNIA,"BOSTON SCIENTIFIC SCIMED, INC.",73,66,53,51,51,294
407,5,CA,(U.S.),CALIFORNIA,KLA-TENCOR CORPORATION,54,52,46,43,97,292
408,5,CA,(U.S.),CALIFORNIA,"INTUITIVE SURGICAL OPERATIONS, INC.",20,34,49,78,104,285
409,5,CA,(U.S.),CALIFORNIA,"ADVANCED MICRO DEVICES, INC.",56,52,47,68,59,282
410,5,CA,(U.S.),CALIFORNIA,ALPHA AND OMEGA SEMICONDUCTOR INCORPORATED,18,41,63,76,79,277
411,5,CA,(U.S.),CALIFORNIA,"POWER INTEGRATIONS, INC.",38,47,70,64,57,276
412,5,CA,(U.S.),CALIFORNIA,"INVENTION SCIENCE FUND I, LLC",39,52,67,65,48,271
413,5,CA,(U.S.),CALIFORNIA,MEDTRONIC MINIMED INC.,46,33,50,74,56,259
414,5,CA,(U.S.),CALIFORNIA,SANDISK CORPORATION,144,97,4,9,5,259
415,5,CA,(U.S.),CALIFORNIA,"THE DIRECTV GROUP, INC.",54,53,34,52,66,259
416,5,CA,(U.S.),CALIFORNIA,FINISAR CORPORATION,88,63,45,23,37,256
417,5,CA,(U.S.),CALIFORNIA,SAP AKTIENGESELLSCHAFT,71,51,45,34,54,255
418,5,CA,(U.S.),CALIFORNIA,GM GLOBAL TECHNOLOGY OPERATIONS LLC,47,58,58,52,29,244
419,5,CA,(U.S.),CALIFORNIA,"SEAGATE TECHNOLOGY, LLC",64,39,31,36,71,241
420,5,CA,(U.S.),CALIFORNIA,COVIDIEN LP,1,0,7,126,99,233
421,5,CA,(U.S.),CALIFORNIA,"HON HAI PRECISION IND. CO., LTD.",59,46,45,39,43,232
422,5,CA,(U.S.),CALIFORNIA,SONY COMPUTER ENTERTAINMENT INC.,30,46,54,48,54,232
423,5,CA,(U.S.),CALIFORNIA,FUJITSU LIMITED,47,21,28,60,75,231
424,5,CA,(U.S.),CALIFORNIA,"VISA U.S.A., INC.",31,35,35,58,72,231
425,5,CA,(U.S.),CALIFORNIA,CALLAWAY GOLF COMPANY,33,31,39,55,70,228
426,5,CA,(U.S.),CALIFORNIA,"CITRIX SYSTEMS, INC.",21,32,35,53,84,225
427,5,CA,(U.S.),CALIFORNIA,ACUSHNET COMPANY,33,38,60,49,41,221
428,5,CA,(U.S.),CALIFORNIA,"AMAZON TECHNOLOGIES, INC.",12,11,21,60,111,215
429,5,CA,(U.S.),CALIFORNIA,"HITACHI, LTD",40,52,40,50,26,208
430,5,CA,(U.S.),CALIFORNIA,"NETLOGIC MICROSYSTEMS, INC.",46,59,19,42,38,204
431,5,CA,(U.S.),CALIFORNIA,OMNIVISION TECHNOLOGIES INC.,15,37,51,40,61,204
432,5,CA,(U.S.),CALIFORNIA,SONY COMPUTER ENTERTAINMENT AMERICA LLC,28,21,47,42,65,203
433,5,CA,(U.S.),CALIFORNIA,HONEYWELL INTERNATIONAL INC.,40,49,34,40,37,200
434,5,CA,(U.S.),CALIFORNIA,"TERADATA US, INC.",44,34,46,37,37,198
435,5,CA,(U.S.),CALIFORNIA,INTERNATIONAL RECTIFIER CORPORATION,34,43,31,45,43,196
436,5,CA,(U.S.),CALIFORNIA,"THERAVANCE, INC.",44,40,48,46,15,193
437,5,CA,(U.S.),CALIFORNIA,"FUTUREWEI TECHNOLOGIES, INC.",18,19,34,48,71,190
438,5,CA,(U.S.),CALIFORNIA,DOLBY LABORATORIES LICENSING CORPORATION,9,17,44,52,66,188
439,5,CA,(U.S.),CALIFORNIA,"MAXIM INTEGRATED PRODUCTS, INC.",26,20,43,35,61,185
440,5,CA,(U.S.),CALIFORNIA,"TESLA MOTORS, INC.",25,22,36,52,50,185
441,5,CA,(U.S.),CALIFORNIA,GLOBALFOUNDRIES INC.,38,36,29,24,57,184
442,5,CA,(U.S.),CALIFORNIA,"MCAFEE, INC.",22,26,36,47,52,183
443,5,CA,(U.S.),CALIFORNIA,"ISIS PHARMACEUTICALS, INC.",38,28,41,32,41,180
444,5,CA,(U.S.),CALIFORNIA,"VERTEX PHARMACEUTICALS, INC.",35,18,36,49,42,180
445,5,CA,(U.S.),CALIFORNIA,APTINA IMAGING CORPORATION,41,38,32,33,33,177
446,5,CA,(U.S.),CALIFORNIA,CANON KABUSHIKI KAISHA,23,30,30,43,51,177
447,5,CA,(U.S.),CALIFORNIA,"HONDA GIKEN KOGYO KABUSHIKI KAISHA (HONDA MOTOR CO., LTD.)",37,47,34,32,26,176
448,5,CA,(U.S.),CALIFORNIA,"MEDTRONIC VASCULAR, INC",29,32,40,33,42,176
449,5,CA,(U.S.),CALIFORNIA,"BROCADE COMMUNICATIONS SYSTEMS, INC.",12,29,33,36,65,175
450,5,CA,(U.S.),CALIFORNIA,INTERSIL AMERICALS LLC,22,35,50,46,22,175
451,5,CA,(U.S.),CALIFORNIA,LOCKHEED MARTIN CORPORATION,20,27,40,37,51,175
452,5,CA,(U.S.),CALIFORNIA,"VERIZON PATENT AND LICENSING, INC.",1,3,23,65,82,174
453,5,CA,(U.S.),CALIFORNIA,MATTEL INC.,37,26,40,39,31,173
454,5,CA,(U.S.),CALIFORNIA,NOKIA CORPORATION,34,33,25,35,46,173
455,5,CA,(U.S.),CALIFORNIA,"TAYLOR MADE GOLF COMPANY, INC.",24,25,34,42,48,173
456,5,CA,(U.S.),CALIFORNIA,"STMICROELECTRONICS, INC.",31,18,23,53,47,172
457,5,CA,(U.S.),CALIFORNIA,"TAIWAN SEMICONDUCTOR MANUFACTURING CO., LTD.",10,10,35,59,58,172
458,5,CA,(U.S.),CALIFORNIA,ROBERT BOSCH GMBH,16,22,37,37,54,166
459,5,CA,(U.S.),CALIFORNIA,"TESSERA, INC.",24,23,17,50,52,166
460,5,CA,(U.S.),CALIFORNIA,DANISCO US INC,13,26,40,44,42,165
461,5,CA,(U.S.),CALIFORNIA,"NOVELLUS SYSTEMS, INC.",33,40,40,23,29,165
462,5,CA,(U.S.),CALIFORNIA,SEIKO EPSON CORPORATION,22,39,60,23,19,163
463,5,CA,(U.S.),CALIFORNIA,"SECOND SIGHT MEDICAL PRODUCTS, INC.",18,36,40,48,19,161
464,5,CA,(U.S.),CALIFORNIA,EMPIRE TECHNOLOGY DEVELOPMENT LLC,0,4,23,50,83,160
465,5,CA,(U.S.),CALIFORNIA,NOVARTIS AG (FORMERLY SANDOZ LTD.),12,28,46,44,30,160
466,5,CA,(U.S.),CALIFORNIA,SYMANTEC OPERATING CORPORATION,69,35,25,10,20,159
467,5,CA,(U.S.),CALIFORNIA,"TEXAS INSTRUMENTS, INCORPORATED",30,26,32,29,42,159
468,5,CA,(U.S.),CALIFORNIA,"APPLIED BIOSYSTEMS, LLC.",29,32,28,40,28,157
469,5,CA,(U.S.),CALIFORNIA,XEROX CORPORATION,35,41,29,28,24,157
470,5,CA,(U.S.),CALIFORNIA,ABBOTT MEDICAL OPTICS INC.,20,30,27,47,31,155
471,5,CA,(U.S.),CALIFORNIA,GENERAL ELECTRIC COMPANY,40,35,22,31,27,155
472,5,CA,(U.S.),CALIFORNIA,"INTEGRATED DEVICE TECHNOLOGY, INC.",45,28,34,27,20,154
473,5,CA,(U.S.),CALIFORNIA,VISA INTERNATIONAL SERVICE ASSOCIATION,13,19,28,49,45,154
474,5,CA,(U.S.),CALIFORNIA,IMMERSION CORPORATION,25,33,21,35,38,152
475,5,CA,(U.S.),CALIFORNIA,"TELA INNOVATIONS, INC.",9,30,53,21,38,151
476,5,CA,(U.S.),CALIFORNIA,PIXAR,23,29,27,40,29,148
477,5,CA,(U.S.),CALIFORNIA,"RED HAT, INC.",26,25,34,33,29,147
478,5,CA,(U.S.),CALIFORNIA,INTERNATIONAL GAME TECHNOLOGY (IGT),8,8,25,39,65,145
479,5,CA,(U.S.),CALIFORNIA,"WARSAW ORTHOPEDIC, INC.",26,35,22,31,30,144
480,5,CA,(U.S.),CALIFORNIA,"SIEMENS MEDICAL SOLUTIONS USA, INC.",49,35,28,19,12,143
481,5,CA,(U.S.),CALIFORNIA,"GILEAD SCIENCES, INC.",10,16,34,40,40,140
482,5,CA,(U.S.),CALIFORNIA,ALCATEL LUCENT,17,22,27,38,35,139
483,5,CA,(U.S.),CALIFORNIA,SUNPOWER CORPORATION,11,10,29,40,49,139
484,5,CA,(U.S.),CALIFORNIA,KONINKLIJKE PHILIPS ELECTRONICS N.V.,21,54,42,17,4,138
485,5,CA,(U.S.),CALIFORNIA,NELLCOR PURITAN BENNETT INCORPORATED,41,39,57,0,0,137
486,5,CA,(U.S.),CALIFORNIA,"NTT DOCOMO, INC.",32,35,31,25,14,137
487,5,CA,(U.S.),CALIFORNIA,"RIGEL PHARMACEUTICALS, INC.",18,23,26,38,31,136
488,5,CA,(U.S.),CALIFORNIA,ABBOTT LABORATORIES,23,28,37,29,18,135
489,5,CA,(U.S.),CALIFORNIA,"DEXCOM, INC.",15,19,26,40,34,134
490,5,CA,(U.S.),CALIFORNIA,TOSHIBA CORPORATION,44,24,29,14,23,134
491,5,CA,(U.S.),CALIFORNIA,KYPHON SARL,21,47,49,11,4,132
492,5,CA,(U.S.),CALIFORNIA,"ZYNGA, INC.",0,0,35,48,48,131
493,5,CA,(U.S.),CALIFORNIA,LIFE TECHNOLOGIES CORPORATION,15,18,20,35,42,130
494,5,CA,(U.S.),CALIFORNIA,"BRIDGELUX, INC",13,38,40,24,14,129
495,5,CA,(U.S.),CALIFORNIA,SCRIPPS RESEARCH INSTITUTE,27,27,26,25,24,129
496,5,CA,(U.S.),CALIFORNIA,SRI INTERNATIONAL,31,20,24,30,23,128
497,5,CA,(U.S.),CALIFORNIA,THE AEROSPACE CORPORATION,26,18,24,30,30,128
498,5,CA,(U.S.),CALIFORNIA,"SIEBEL SYSTEMS, INC.",48,28,15,21,14,126
499,5,CA,(U.S.),CALIFORNIA,PANASONIC CORPORATION,24,28,34,30,9,125
500,5,CA,(U.S.),CALIFORNIA,"SUN MICROSYSTEMS, INC.",122,0,1,2,0,125
501,5,CA,(U.S.),CALIFORNIA,APPLIED MICRO CIRCUITS CORPORATION,15,17,23,34,35,124
502,5,CA,(U.S.),CALIFORNIA,"FORM FACTOR, INC.",48,34,20,12,10,124
503,5,CA,(U.S.),CALIFORNIA,INFINERA CORPORATION,17,16,34,27,29,123
504,5,CA,(U.S.),CALIFORNIA,KYOCERA CORPORATION,26,27,32,26,12,123
505,5,CA,(U.S.),CALIFORNIA,AOL LLC,30,36,30,16,10,122
506,5,CA,(U.S.),CALIFORNIA,JDS UNIPHASE CORPORATION,35,34,16,21,16,122
507,5,CA,(U.S.),CALIFORNIA,APPLIED MEDICAL RESOURCES CORPORATION,18,17,31,29,25,120
508,5,CA,(U.S.),CALIFORNIA,MEDTRONIC INC.,14,32,24,30,20,120
509,5,CA,(U.S.),CALIFORNIA,NORTHROP GRUMMAN SYSTEMS CORPORATION,18,26,25,24,27,120
510,5,CA,(U.S.),CALIFORNIA,THOMSON LICENSING S.A.,11,19,22,34,34,120
511,5,CA,(U.S.),CALIFORNIA,"VIASAT, INC.",7,18,42,33,16,116
512,5,CA,(U.S.),CALIFORNIA,"ALIGN TECHNOLOGY, INC.",22,34,20,19,20,115
513,5,CA,(U.S.),CALIFORNIA,CAREFUSION 303 INC.,7,21,24,21,42,115
514,5,CA,(U.S.),CALIFORNIA,EDWARDS LIFESCIENCES CORP.,17,18,16,28,36,115
515,5,CA,(U.S.),CALIFORNIA,MASIMO CORPORATION,5,27,21,29,33,115
516,5,CA,(U.S.),CALIFORNIA,"ALCON RESEARCH, LTD.",5,5,24,37,43,114
517,5,CA,(U.S.),CALIFORNIA,"NUVASIVE, INC.",10,19,25,32,28,114
518,5,CA,(U.S.),CALIFORNIA,SPRINT COMMUNICATIONS COMPANY L.P.,24,15,25,34,16,114
519,5,CA,(U.S.),CALIFORNIA,"CREE, INC.",14,24,18,27,30,113
520,5,CA,(U.S.),CALIFORNIA,AVAGO TECHNOLOGIES GENERAL IP (SINGAPORE) PTE. LTD.,16,7,3,47,39,112
521,5,CA,(U.S.),CALIFORNIA,"CYMER, INC.",37,18,21,16,19,111
522,5,CA,(U.S.),CALIFORNIA,"SYNAPTICS, INC.",14,20,21,24,32,111
523,5,CA,(U.S.),CALIFORNIA,"BIO-RAD LABORATORIES, INC.",17,19,21,26,27,110
524,5,CA,(U.S.),CALIFORNIA,NIKON CORPORATION,15,23,12,29,31,110
525,5,CA,(U.S.),CALIFORNIA,"AFFYMETRIX, INC.",16,27,27,17,22,109
526,5,CA,(U.S.),CALIFORNIA,FAIRCHILD SEMICONDUCTOR CORPORATION,30,21,14,18,26,109
527,5,CA,(U.S.),CALIFORNIA,"FOUNDRY NETWORKS, INC.",24,28,17,23,17,109
528,5,CA,(U.S.),CALIFORNIA,"ILLUMINA, INC.",12,20,19,27,31,109
529,5,CA,(U.S.),CALIFORNIA,"SUPER TALENT ELECTRONICS, INC.",44,38,23,4,0,109
